Address,City Limits,latitude,longitude
568 E Lenoir St,Raleigh,39.46389040514628,-83.46594705481066
434 Fayetteville St STE 500,Raleigh,39.45539162806617,-83.46283432978309
7501 Creedmoor Rd UNIT 104,Raleigh,39.42685663914535,-83.31368260422259
8341 Bandford Way STE 001,Raleigh,39.428889471866356,-83.29825236016677
709 W Jones St UNIT B,Raleigh,39.44764939399687,-83.45173945154274
1311 Beacon Lake Dr STE 100,Raleigh,39.51123425943362,-83.43586553197292
8310 Bandford Way STE 101,Raleigh,39.42878492052088,-83.29974164138507
109 Wind Chime Ct,Raleigh,39.45697105552717,-83.3332685883955
1014 Garner Rd,Raleigh,39.46172309021344,-83.47233042728718
333 E Six Forks Rd UNIT 170,Raleigh,39.46736471608711,-83.40269356054465
1520 Sunday Dr STE 218,Raleigh,39.381841672544496,-83.42602190122126
3125 Poplarwood Ct STE 135,Raleigh,39.4858199774514,-83.40778714393835
9131 Anson Way STE 206,Raleigh,39.45433232512029,-83.3066324717473
4716 New Bern Ave,Raleigh,39.52365009489599,-83.43700143023389
6621 Fleetwood Dr STE 105,Raleigh,39.38868220182491,-83.33653639947585
316 Fayetteville St UNIT 1101,Raleigh,39.45558545816386,-83.46033845866104
1121 Situs Ct STE 350,Raleigh,39.381010564051486,-83.47051459954793
6131 Falls Of Neuse Rd STE 200,Raleigh,39.47455935992016,-83.34682635654438
8601 Six Forks Rd STE 601,Raleigh,39.45070653305172,-83.30501831953809
7610 Falls Of Neuse Rd UNIT 280,Raleigh,39.47072621320096,-83.31659917556696
621 Hutton St STE 106,Raleigh,39.40614353645573,-83.44018121478368
420 Woodburn Rd,Raleigh,39.44095103943519,-83.44194239481173
5609 Creedmoor Rd,Raleigh,39.424456915538116,-83.35354158868051
801 Oberlin Rd STE 245,Raleigh,39.43834325764378,-83.43534592460287
4112 Blue Ridge Rd UNIT 102,Raleigh,39.429658558784396,-83.38230624275178
2300 Westinghouse Blvd STE 102,Raleigh,39.49287303466318,-83.41812686141655
1110 Navaho Dr STE 101,Raleigh,39.47260183463125,-83.39537595338322
3316 Capital Blvd STE Z,Raleigh,39.501940320082795,-83.40078013155346
1111 Haynes St UNIT 100,Raleigh,39.45830761022375,-83.43612665397022
2305 Capital Blvd,Raleigh,39.4792711177723,-83.41676061431284
8461 Garvey Dr,Raleigh,39.51814107968643,-83.30955944560357
1500 Sunday Dr STE 110,Raleigh,39.382212305804835,-83.42675817092868
1500 Sunday Dr STE 105,Raleigh,39.382212305804835,-83.42675817092868
219 S East St UNIT A,Raleigh,39.46194372500028,-83.45949394029343
6282 Glenwood Ave STE 106,Raleigh,39.40709385618071,-83.35296380172026
5520 Capital Blvd,Raleigh,39.50785957431652,-83.35426090547965
335 Sherwee Dr STE 110,Raleigh,39.44691918100826,-83.51532815587133
7413 Louisburg Rd,Raleigh,39.539477903017435,-83.33624067027831
424 E Six Forks Rd UNIT 117,Raleigh,39.468802627002525,-83.40483932403497
316 Fayetteville St UNIT B,Raleigh,39.45558545816386,-83.46033845866104
1030 Nowell Rd UNIT A,Raleigh,39.37952866098364,-83.43218362117959
2304 Wesvill Ct STE 320,Raleigh,39.41234780505446,-83.40904897676461
7231 Alco Dr UNIT 103,Raleigh,39.49943878790406,-83.32776951442219
8045 Arco Corporate Dr STE 400,Raleigh,39.35020562374233,-83.28900412700466
6320 Capital Blvd STE 125,Raleigh,39.50906488333942,-83.34109911251731
2700 Sumner Blvd STE 142,Raleigh,39.499455225672385,-83.34110738625452
327 W Martin St,Raleigh,39.45150885005221,-83.45917471929634
2401 Brentwood Rd STE 105,Raleigh,39.493625911841164,-83.41825167892777
3801 Barrett Dr UNIT 200,Raleigh,39.46324897882077,-83.39360950619267
3221 Durham Dr STE 118,Raleigh,39.45033956634794,-83.5160423133564
3801 Wake Forest Rd STE 110,Raleigh,39.47632637187825,-83.38675114646783
900 Ridgefield Dr STE G50,Raleigh,39.472750697907124,-83.34782464821735
8401 Capital Blvd,Raleigh,39.52523078110079,-83.31251674816065
3514 Capital Blvd STE 101,Raleigh,39.502422589002144,-83.39701579707007
8331 Bandford Way STE 003,Raleigh,39.42882940798596,-83.29870749785042
4020 Mitchell Mill Rd,Raleigh,39.56711132478235,-83.33007087973611
211 W Martin St,Raleigh,39.45342953151525,-83.4593815744489
16 W Martin St STE 301,Raleigh,39.455508906510474,-83.45920249649826
16 W Martin St STE 1001,Raleigh,39.4555092169213,-83.45920213053105
1310 Corporation Pkwy STE D,Raleigh,39.5150501855628,-83.43554650208652
3301 Terminal Dr STE B,Raleigh,39.49911812370297,-83.43089074885411
6736 Falls Of Neuse Rd UNIT 220,Raleigh,39.473153035159235,-83.33202209735641
2925 Huntleigh Dr,Raleigh,39.49547786656479,-83.40291025097633
8105 Falls Of Neuse Rd,Raleigh,39.47350462286187,-83.3093842445613
2730 Rowland Rd UNIT 010,Raleigh,39.49900159178286,-83.3309388837934
814 New Bern Ave,Raleigh,39.466883197019776,-83.45652354346355
3320 Executive Dr STE 465,Raleigh,39.475945607964825,-83.39642622130549
8210 Creedmoor Rd STE 201,Raleigh,39.42806933785097,-83.30089518898636
3921 Sunset Ridge Rd STE 303,Raleigh,39.402088342359704,-83.4109761174028
1110 Navaho Dr STE 119,Raleigh,39.47260183463125,-83.39537595338322
3201 Wellington Ct STE 107,Raleigh,39.50698717975255,-83.3195411146093
1004 Dresser Ct STE 107,Raleigh,39.47371130154533,-83.38790987793266
9131 Anson Way STE 204,Raleigh,39.45446588889361,-83.30669335138494
702 Oberlin Rd STE 110,Raleigh,39.438822579533955,-83.43682770582626
3333 Capital Blvd UNIT A,Raleigh,39.500522642373376,-83.39832759772759
2501 Ratchford Dr UNIT 106,Raleigh,39.48173596980278,-83.41341688436752
1410 Diggs Dr STE A,Raleigh,39.43709396649535,-83.48574984467831
3344 Six Forks Rd,Raleigh,39.46365620506246,-83.39576157694431
10450 Durant Rd STE 101,Raleigh,39.5022467688606,-83.2969362426604
2810 Cates Ave,Raleigh,39.42786776344594,-83.44748563527546
2000 Village Bluff Pl,Raleigh,39.432279299011114,-83.48769300010372
1401 Diggs Dr STE E,Raleigh,39.43698891767091,-83.48642059475738
3620 Tryon Rd,Raleigh,39.407315501259895,-83.4947256863543
701 Bart St,Raleigh,39.47189521166231,-83.46756270650488
5832 Lease Ln UNIT B,Raleigh,39.375827096954474,-83.30551021684725
4551 New Bern Ave STE 130,Raleigh,39.52275567115853,-83.43354783847607
209 W Millbrook Rd,Raleigh,39.455574886361205,-83.35801091198695
4000 Westchase Blvd STE 450,Raleigh,39.401267215828256,-83.42375720345855
4008 Capital Blvd STE 108,Raleigh,39.5057100779579,-83.38738499136532
3301 Jones Sausage Rd STE 125,Raleigh,39.50898749795014,-83.51658882954919
2041 Milburnie Rd,Raleigh,39.478045169861936,-83.44584800145188
228 S Swain St,Raleigh,39.46443220319273,-83.4606340844657
3344 Hillsborough St UNIT 300,Raleigh,39.422572066355215,-83.43790781476257
3724 National Dr UNIT 115,Raleigh,39.43724408372704,-83.38424070293809
4705 Hargrove Rd,Raleigh,39.49823592626017,-83.36873580085309
5643 Creedmoor Rd,Raleigh,39.424799743725366,-83.35175248941181
5511 Capital Center Dr STE 320,Raleigh,39.38436111823949,-83.46731613143744
324 W Lane St,Raleigh,39.45239765627546,-83.4497710923288
1012 Oberlin Rd STE 010,Raleigh,39.4407583766646,-83.43314691068083
308 Sherwee Dr STE B,Raleigh,39.44859984230175,-83.51464531904892
5900 Poyner Anchor Ln STE 131,Raleigh,39.517875163408874,-83.35034669201977
1951 Clark Ave UNIT 301,Raleigh,39.44146600873009,-83.44361663186409
434 Fayetteville St STE 1000,Raleigh,39.45539162806617,-83.46283432978309
213 Fayetteville St UNIT 202,Raleigh,39.45644341368282,-83.45844470170726
4208 Six Forks Rd STE 1100,Raleigh,39.45803657682915,-83.38238228873968
8613 Barefoot Industrial Rd UNIT D,Raleigh,39.37613040621757,-83.30679328564892
3110 Edwards Mill Rd STE 205,Raleigh,39.40488608785952,-83.39473862295245
120 S Wilmington St UNIT A,Raleigh,39.45689472607743,-83.45702079469545
4427 St James Church Rd,Raleigh,39.510543101243165,-83.37913880052248
7330 Creedmoor Rd,Raleigh,39.42962037368758,-83.31700455654965
1100 Navaho Dr UNIT 115,Raleigh,39.47194233252361,-83.3949733533044
500 S New Hope Rd STE 108,Raleigh,39.51955973843635,-83.4683339171426
6909 Glenwood Ave STE 108,Raleigh,39.39941221153137,-83.34562494487888
7498 Creedmoor Rd,Raleigh,39.42867281142574,-83.31541345624208
3012 Highwoods Blvd UNIT 201,Raleigh,39.485950204162094,-83.40440629681574
8320 Litchford Rd STE 162,Raleigh,39.492183850160245,-83.31207768421369
4650 Paragon Park Rd,Raleigh,39.52428104575577,-83.31989119143662
1620 Martin Luther King Jr Blvd STE 112,Raleigh,39.477324101629236,-83.47026192621325
1121 Situs Ct STE 300,Raleigh,39.381010564051486,-83.47051459954793
2201 Brentwood Rd STE 101,Raleigh,39.49345528747887,-83.42047827068919
2517 Noblin Rd UNIT 103,Raleigh,39.48947882605051,-83.41910764100425
3126 Hillsborough St,Raleigh,39.42472843594034,-83.44047220910599
2300 Rexwoods Dr STE 100,Raleigh,39.40689069417845,-83.40941631107836
2021 Cameron St,Raleigh,39.43983923828132,-83.4410749090323
4509 Creedmoor Rd STE 400,Raleigh,39.42314915806671,-83.37347450143903
3901 Barrett Dr UNIT 202,Raleigh,39.46468060669164,-83.39302999760748
1824 Rock Quarry Rd,Raleigh,39.476707279167414,-83.48851202688019
3301 Terminal Dr STE D,Raleigh,39.499097372877856,-83.43068594601333
6643 Falls Of Neuse Rd,Raleigh,39.47169384890607,-83.33571336312184
1301 Wake Forest Rd STE 101,Raleigh,39.46383919172314,-83.43498326154561
8016 Glenwood Ave STE 100,Raleigh,39.38938694167994,-83.33168855029658
2801 S Wilmington St STE 101,Raleigh,39.44910132282464,-83.5022593032502
5005 Capital Blvd,Raleigh,39.50589405140768,-83.36224568676934
9660 Falls Of Neuse Rd STE 165,Raleigh,39.49307931160355,-83.29551247916812
2411 E Millbrook Rd STE 112,Raleigh,39.49499907540138,-83.36890274155179
4262 Louisburg Rd,Raleigh,39.5100923247883,-83.37967729126252
4900 Waters Edge Dr STE 206,Raleigh,39.39052103140363,-83.45912149794408
5655 Western Blvd,Raleigh,39.38633067558419,-83.44503925998515
8201 Rowlock Way STE 116,Raleigh,39.3804966845021,-83.3160286609319
3708 Conquest Dr UNIT 105,Raleigh,39.506198018181074,-83.52281228709559
6817 Falls Of Neuse Rd STE 104,Raleigh,39.471850482609064,-83.33032564074503
8867 Six Forks Rd,Raleigh,39.44910718051065,-83.30076704552415
4900 Waters Edge Dr STE 200,Raleigh,39.39052103140363,-83.45912149794408
513 Branch St,Raleigh,39.46138319542899,-83.47554849364039
8221 Brier Creek Pkwy,Raleigh,39.34463393908118,-83.28438354754438
